id,image_url,common_name
17884,http://static.inaturalist.org/photos/33040/medium.JPG,Aquatic Garter Snake
25684,http://static.inaturalist.org/photos/46305/medium.jpg,Western Ribbon Snake
31965,http://static.inaturalist.org/photos/55097/medium.JPG,Western Ribbon Snake
47423,http://static.inaturalist.org/photos/76463/medium.jpg,Western Ribbon Snake
47427,http://static.inaturalist.org/photos/76467/medium.jpg,Western Ribbon Snake
47439,http://static.inaturalist.org/photos/76479/medium.jpg,Western Ribbon Snake
76442,http://static.inaturalist.org/photos/113523/medium.jpg,Western Ribbon Snake
90340,https://inaturalist-open-data.s3.amazonaws.com/photos/131781/medium.jpg,Western Ribbon Snake
109824,https://inaturalist-open-data.s3.amazonaws.com/photos/156894/medium.jpg,Western Ribbon Snake
109857,http://static.inaturalist.org/photos/156933/medium.JPG,Western Ribbon Snake
122062,http://static.inaturalist.org/photos/174168/medium.jpg,Western Ribbon Snake
127968,https://inaturalist-open-data.s3.amazonaws.com/photos/180893/medium.jpg,Western Ribbon Snake
128648,http://static.inaturalist.org/photos/181706/medium.jpg,Western Ribbon Snake
133273,https://inaturalist-open-data.s3.amazonaws.com/photos/187216/medium.jpg,Western Ribbon Snake
133974,http://static.inaturalist.org/photos/186948/medium.jpg,Western Ribbon Snake
136470,https://inaturalist-open-data.s3.amazonaws.com/photos/189797/medium.jpg,Orange-striped Ribbonsnake
143474,https://inaturalist-open-data.s3.amazonaws.com/photos/198495/medium.jpg,Western Ribbon Snake
143476,https://inaturalist-open-data.s3.amazonaws.com/photos/198497/medium.jpg,Western Ribbon Snake
143488,https://inaturalist-open-data.s3.amazonaws.com/photos/198510/medium.JPG,Orange-striped Ribbonsnake
146638,http://static.inaturalist.org/photos/202285/medium.jpg,Western Ribbon Snake
146641,http://static.inaturalist.org/photos/202296/medium.jpg,Western Ribbon Snake
152596,http://static.inaturalist.org/photos/209634/medium.jpg,Western Ribbon Snake
155186,https://inaturalist-open-data.s3.amazonaws.com/photos/212463/medium.JPG,Western Ribbon Snake
155964,https://inaturalist-open-data.s3.amazonaws.com/photos/213240/medium.JPG,Orange-striped Ribbonsnake
161129,https://inaturalist-open-data.s3.amazonaws.com/photos/218082/medium.jpg,Western Ribbon Snake
189488,https://inaturalist-open-data.s3.amazonaws.com/photos/243659/medium.jpg,Orange-striped Ribbonsnake
228362,http://static.inaturalist.org/photos/287411/medium.jpg,Western Ribbon Snake
228742,http://static.inaturalist.org/photos/287936/medium.JPG,Western Ribbon Snake
230625,https://inaturalist-open-data.s3.amazonaws.com/photos/544092/medium.jpg,Western Ribbon Snake
236643,https://inaturalist-open-data.s3.amazonaws.com/photos/296849/medium.jpg,Western Ribbon Snake
236851,http://static.inaturalist.org/photos/297063/medium.jpg,Western Ribbon Snake
248038,https://inaturalist-open-data.s3.amazonaws.com/photos/309565/medium.JPG,Western Ribbon Snake
250031,https://inaturalist-open-data.s3.amazonaws.com/photos/311874/medium.JPG,Western Ribbon Snake
250580,https://inaturalist-open-data.s3.amazonaws.com/photos/312491/medium.JPG,Western Ribbon Snake
254347,https://inaturalist-open-data.s3.amazonaws.com/photos/316741/medium.jpg,Western Ribbon Snake
259323,https://inaturalist-open-data.s3.amazonaws.com/photos/321672/medium.jpg,Western Ribbon Snake
273554,https://inaturalist-open-data.s3.amazonaws.com/photos/338227/medium.jpg,Western Ribbon Snake
278843,http://static.inaturalist.org/photos/345002/medium.jpg,Western Ribbon Snake
278844,http://static.inaturalist.org/photos/345001/medium.jpg,Western Ribbon Snake
279613,http://static.inaturalist.org/photos/345965/medium.jpg,Western Ribbon Snake
300605,https://inaturalist-open-data.s3.amazonaws.com/photos/372677/medium.jpg,Western Ribbon Snake
300738,https://inaturalist-open-data.s3.amazonaws.com/photos/372852/medium.jpg,Western Ribbon Snake
308191,https://inaturalist-open-data.s3.amazonaws.com/photos/382297/medium.jpg,Western Ribbon Snake
327573,http://static.inaturalist.org/photos/407908/medium.jpg,Western Ribbon Snake
327869,https://inaturalist-open-data.s3.amazonaws.com/photos/408298/medium.JPG,Western Ribbon Snake
327871,https://inaturalist-open-data.s3.amazonaws.com/photos/408300/medium.JPG,Western Ribbon Snake
329938,https://inaturalist-open-data.s3.amazonaws.com/photos/410788/medium.jpg,Western Ribbon Snake
334442,http://static.inaturalist.org/photos/417392/medium.jpg,Western Ribbon Snake
336131,https://inaturalist-open-data.s3.amazonaws.com/photos/419356/medium.jpg,Orange-striped Ribbonsnake
345325,https://inaturalist-open-data.s3.amazonaws.com/photos/429946/medium.jpg,Orange-striped Ribbonsnake
351545,https://inaturalist-open-data.s3.amazonaws.com/photos/438247/medium.jpg,Western Ribbon Snake
369165,https://inaturalist-open-data.s3.amazonaws.com/photos/461430/medium.jpg,Western Ribbon Snake
374736,https://inaturalist-open-data.s3.amazonaws.com/photos/468397/medium.JPG,Western Ribbon Snake
385566,https://inaturalist-open-data.s3.amazonaws.com/photos/486076/medium.jpg,Western Ribbon Snake
398802,https://inaturalist-open-data.s3.amazonaws.com/photos/499042/medium.jpg,Western Ribbon Snake
402350,https://inaturalist-open-data.s3.amazonaws.com/photos/503730/medium.jpg,Western Ribbon Snake
406964,http://static.inaturalist.org/photos/509052/medium.jpg,Western Ribbon Snake
419417,http://static.inaturalist.org/photos/528500/medium.jpg,Western Ribbon Snake
420667,http://static.inaturalist.org/photos/530295/medium.jpg,Western Ribbon Snake
432995,https://inaturalist-open-data.s3.amazonaws.com/photos/545588/medium.jpg,Western Ribbon Snake
442145,http://static.inaturalist.org/photos/556506/medium.jpg,Western Ribbon Snake
444665,https://inaturalist-open-data.s3.amazonaws.com/photos/559897/medium.jpg,Western Ribbon Snake
444666,https://inaturalist-open-data.s3.amazonaws.com/photos/559898/medium.jpg,Western Ribbon Snake
449813,https://inaturalist-open-data.s3.amazonaws.com/photos/567167/medium.jpg,Western Ribbon Snake
449818,https://inaturalist-open-data.s3.amazonaws.com/photos/567174/medium.jpg,Western Ribbon Snake
449819,https://inaturalist-open-data.s3.amazonaws.com/photos/567175/medium.jpg,Western Ribbon Snake
449820,https://inaturalist-open-data.s3.amazonaws.com/photos/567176/medium.jpg,Western Ribbon Snake
449821,https://inaturalist-open-data.s3.amazonaws.com/photos/567173/medium.jpg,Western Ribbon Snake
450541,https://inaturalist-open-data.s3.amazonaws.com/photos/568199/medium.jpg,Western Ribbon Snake
460592,https://inaturalist-open-data.s3.amazonaws.com/photos/580844/medium.jpg,Western Ribbon Snake
471699,https://inaturalist-open-data.s3.amazonaws.com/photos/594581/medium.jpg,Orange-striped Ribbonsnake
472712,http://static.inaturalist.org/photos/595925/medium.jpg,Western Ribbon Snake
474679,https://inaturalist-open-data.s3.amazonaws.com/photos/598246/medium.jpg,Western Ribbon Snake
496424,https://inaturalist-open-data.s3.amazonaws.com/photos/628435/medium.JPG,Orange-striped Ribbonsnake
496439,https://inaturalist-open-data.s3.amazonaws.com/photos/628463/medium.jpg,Orange-striped Ribbonsnake
508186,https://inaturalist-open-data.s3.amazonaws.com/photos/646999/medium.jpg,Western Ribbon Snake
548121,https://inaturalist-open-data.s3.amazonaws.com/photos/699715/medium.jpg,Western Ribbon Snake
552942,https://inaturalist-open-data.s3.amazonaws.com/photos/705357/medium.jpg,Western Ribbon Snake
564025,http://static.inaturalist.org/photos/717423/medium.jpg,Western Ribbon Snake
576998,http://static.inaturalist.org/photos/733699/medium.jpg,Western Ribbon Snake
579045,http://static.inaturalist.org/photos/736524/medium.jpg,Western Ribbon Snake
581769,https://inaturalist-open-data.s3.amazonaws.com/photos/739606/medium.jpg,Western Ribbon Snake
581771,https://inaturalist-open-data.s3.amazonaws.com/photos/739609/medium.jpg,Western Ribbon Snake
581812,http://static.inaturalist.org/photos/739655/medium.jpg,Western Ribbon Snake
601104,https://inaturalist-open-data.s3.amazonaws.com/photos/756850/medium.jpg,Orange-striped Ribbonsnake
601864,https://inaturalist-open-data.s3.amazonaws.com/photos/757732/medium.jpg,Western Ribbon Snake
605950,http://static.inaturalist.org/photos/763692/medium.jpg,Western Ribbon Snake
605953,http://static.inaturalist.org/photos/763697/medium.jpg,Western Ribbon Snake
607147,https://inaturalist-open-data.s3.amazonaws.com/photos/765614/medium.jpg,Western Ribbon Snake
607301,http://static.inaturalist.org/photos/765837/medium.jpg,Western Ribbon Snake
607552,https://inaturalist-open-data.s3.amazonaws.com/photos/766175/medium.jpg,Western Ribbon Snake
607553,https://inaturalist-open-data.s3.amazonaws.com/photos/766174/medium.jpg,Western Ribbon Snake
